Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,10.002324,10.126227,9.743255,10.024852,8.528710,305616706
2015-02-01,10.058643,10.069907,9.698199,9.855894,8.384971,254534298
2015-03-01,9.855894,10.137490,9.641880,10.103699,8.595789,391615675
2015-04-01,10.137490,10.700684,10.013588,10.419087,8.864109,403803029
2015-05-01,10.419087,10.621837,10.362768,10.531726,8.959937,398797093
2015-06-01,10.576782,10.576782,9.738749,10.073286,8.569917,626745440
2015-07-01,10.073286,10.221970,9.305090,9.800701,8.442180,501005471
2015-08-01,9.837871,10.011335,8.859040,9.057285,7.801814,458426468
2015-09-01,9.144016,9.590066,8.871431,8.995333,7.748450,376742963
2015-10-01,8.995333,9.974164,8.933382,9.751139,8.467046,373573784
2015-11-01,9.565285,10.023725,9.391822,9.428993,8.187322,320577418
2015-12-01,9.478554,9.664408,9.119236,9.416602,8.176563,243275552
2016-01-01,9.416602,9.441383,8.128014,8.437771,7.326631,376502204
2016-02-01,8.425381,8.797089,8.214746,8.474942,7.358908,254712730
2016-03-01,8.474942,9.044894,8.400600,8.982943,7.800008,353950246
2016-04-01,9.007723,9.354651,8.685577,8.970553,7.789253,310506352
2016-05-01,8.970553,9.292700,8.821869,9.243139,8.025943,264442142
2016-06-01,9.292700,9.676798,8.872670,9.635910,8.366991,438691885
2016-07-01,9.635910,9.990272,9.458729,9.813091,8.648348,293107501
2016-08-01,9.813091,10.085677,9.649539,10.085677,8.888579,282902440
2016-09-01,10.085677,10.221970,9.772203,9.976642,8.792485,296500477
2016-10-01,10.085677,10.358263,9.949384,10.358263,9.203435,296716347
2016-11-01,10.494555,10.562702,9.731315,9.840349,8.743260,422740488
2016-12-01,9.813091,9.867608,9.199773,9.363324,8.319420,393944958
2017-01-01,9.363324,10.058418,9.308807,9.990272,8.876469,251854138
2017-02-01,9.840349,10.262857,9.840349,10.181082,9.046006,259029500
2017-03-01,10.194711,10.644478,10.099306,10.589961,9.409300,375259534
2017-04-01,10.712624,10.848917,10.358263,10.589961,9.409300,254520723
2017-05-01,10.589961,11.353201,10.480926,11.353201,10.087446,365540091
2017-06-01,11.434977,11.448606,10.794400,11.004291,9.777437,384800106
2017-07-01,10.944322,11.244167,10.794400,11.079252,9.980681,276915431
2017-08-01,11.049268,11.229174,10.884353,11.094244,9.994186,329357006
2017-09-01,11.094244,11.214182,10.974307,11.004291,9.913153,213803288
2017-10-01,11.004291,11.229174,10.974307,11.079252,10.061387,206513634
2017-11-01,11.094244,11.648957,10.959314,11.424073,10.374530,305675264
2017-12-01,11.544011,11.693933,11.289143,11.484042,10.428988,271579397
2018-01-01,11.484042,11.708925,11.424073,11.588988,10.524293,287662365
2018-02-01,11.559003,11.693933,10.974307,11.603980,10.537909,431816586
2018-03-01,11.454058,12.428552,11.439065,12.083731,10.973582,407370626
2018-04-01,12.083731,12.353591,11.993778,12.323607,11.191422,299963790
2018-05-01,12.323607,12.893311,12.203669,12.713404,11.545407,401706004
