Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,30.350000,32.049999,27.000000,28.350000,27.680853,143561641
2015-02-01,28.400000,35.750000,24.850000,33.799999,33.002220,179249550
2015-03-01,34.500000,42.000000,34.000000,39.900002,38.958237,180721395
2015-04-01,40.700001,52.700001,40.000000,47.150002,46.037121,213244834
2015-05-01,47.150002,57.200001,45.200001,54.500000,53.213631,117023360
2015-06-01,54.500000,62.299999,43.299999,46.549999,45.451283,164025471
2015-07-01,46.549999,46.900002,26.700001,34.299999,33.490417,289535227
2015-08-01,34.000000,40.000000,27.000000,31.650000,30.902964,168819327
2015-09-01,31.150000,41.200001,29.650000,40.849998,39.885818,147515832
2015-10-01,40.849998,50.200001,40.849998,48.400002,47.257610,170721022
2015-11-01,48.000000,50.099998,40.500000,41.900002,40.911034,152176322
2015-12-01,42.450001,43.950001,38.549999,42.650002,41.643330,118290494
2016-01-01,42.650002,43.000000,33.900002,35.200001,34.369175,182892958
2016-02-01,35.299999,39.599998,32.049999,38.599998,37.688919,108795955
2016-03-01,38.799999,45.750000,38.400002,44.500000,43.449665,113449264
2016-04-01,44.700001,46.349998,40.250000,45.700001,44.621342,118346500
2016-05-01,45.700001,46.000000,41.049999,44.950001,43.889050,72752535
2016-06-01,45.099998,47.450001,42.599998,46.450001,45.353642,91237797
2016-07-01,46.450001,53.250000,44.599998,49.200001,48.038731,126706139
2016-08-01,49.400002,54.900002,47.799999,54.000000,52.725437,101761942
2016-09-01,54.299999,57.250000,50.500000,50.900002,49.698608,98963776
2016-10-01,51.599998,53.700001,49.599998,51.000000,49.796242,73470708
2016-11-01,51.299999,51.950001,44.900002,46.700001,45.597740,131481476
2016-12-01,47.000000,47.000000,40.049999,40.849998,40.219166,112161683
2017-01-01,40.849998,44.150002,40.700001,43.200001,42.532875,70526953
2017-02-01,43.599998,47.250000,42.400002,45.650002,44.945042,112961887
2017-03-01,46.000000,46.400002,42.500000,43.099998,42.434422,114656033
2017-04-01,43.450001,46.700001,43.200001,45.849998,45.141953,80665011
2017-05-01,45.849998,46.799999,42.849998,46.549999,45.831146,78604244
2017-06-01,47.000000,51.250000,45.250000,47.900002,47.160297,141500513
2017-07-01,48.200001,52.150002,47.750000,48.700001,48.156708,83188158
2017-08-01,49.000000,49.799999,45.849998,46.599998,46.080135,84078693
2017-09-01,47.000000,79.300003,46.099998,72.449997,71.641747,378270715
2017-10-01,72.449997,83.699997,64.750000,68.349998,67.587494,257853405
2017-11-01,70.900002,77.500000,66.199997,69.250000,68.477455,207992640
2017-12-01,69.500000,70.800003,61.450001,68.099998,67.340286,113307850
2018-01-01,68.099998,77.750000,68.099998,73.650002,72.828369,169883359
2018-02-01,74.000000,77.000000,65.500000,72.449997,71.641747,127969163
2018-03-01,71.400002,76.900002,59.299999,61.200001,60.517258,149592185
2018-04-01,61.200001,65.050003,53.849998,55.150002,54.534756,121474728
2018-05-01,55.150002,55.150002,48.950001,50.900002,50.332165,154028224
2018-06-01,51.000000,55.400002,45.099998,47.549999,47.019535,117078269
2018-07-01,47.549999,49.349998,43.049999,44.400002,44.064011,101422187
