Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,45.400002,46.349998,39.799999,44.450001,18.892664,107022676
2008-02-01,44.000000,46.799999,43.000000,44.099998,18.743900,75192758
2008-03-01,43.799999,52.500000,41.000000,49.150002,20.890310,101247480
2008-04-01,49.000000,50.500000,46.599998,49.000000,20.826557,85554140
2008-05-01,49.799999,49.799999,44.500000,47.099998,20.019001,73953001
2008-06-01,46.799999,49.000000,45.799999,46.650002,20.430746,62542060
2008-07-01,45.799999,47.349998,45.000000,45.400002,19.883301,59002088
2008-08-01,45.400002,51.500000,45.400002,49.750000,21.788414,54119258
2008-09-01,49.799999,52.000000,45.000000,48.500000,21.240969,107293725
2008-10-01,47.400002,49.750000,36.700001,41.250000,18.289429,152892546
2008-11-01,42.799999,46.099998,39.049999,43.500000,19.287035,88285098
2008-12-01,43.700001,44.950001,40.000000,43.500000,19.287035,105414225
2009-01-01,42.650002,47.700001,41.099998,45.700001,20.262472,85080968
2009-02-01,45.700001,48.650002,43.349998,48.000000,21.282242,78646564
2009-03-01,47.000000,50.150002,44.099998,46.000000,20.395485,93480010
2009-04-01,46.000000,46.599998,44.099998,45.799999,20.306808,78593065
2009-05-01,45.799999,46.200001,41.599998,41.700001,18.488956,113847713
2009-06-01,41.849998,44.000000,41.200001,43.099998,19.758871,101810017
2009-07-01,43.099998,43.599998,42.000000,42.750000,19.598417,92579455
2009-08-01,42.750000,43.950001,42.200001,43.299999,19.850563,78149355
2009-09-01,43.250000,43.799999,41.950001,42.500000,19.483809,61516124
2009-10-01,42.500000,42.500000,41.250000,41.599998,19.345041,69070549
2009-11-01,41.400002,42.400002,41.200001,42.099998,19.577551,52984366
2009-12-01,41.900002,42.450001,41.650002,42.200001,19.624060,42485382
2010-01-01,42.200001,43.750000,42.200001,43.450001,20.205339,56900962
2010-02-01,43.750000,43.900002,42.750000,43.450001,20.205339,53319424
2010-03-01,43.849998,46.250000,43.799999,46.049999,21.414406,67216183
2010-04-01,46.049999,49.599998,6.000000,45.900002,21.344650,80612712
2010-05-01,45.450001,48.650002,44.450001,46.349998,22.222141,72729186
2010-06-01,46.250000,47.000000,45.500000,46.450001,22.270092,68491301
2010-07-01,46.500000,47.500000,45.799999,47.049999,22.557755,35924513
2010-08-01,47.200001,48.000000,46.549999,47.250000,22.653641,52614917
2010-09-01,47.450001,48.500000,46.900002,47.150002,22.905302,64152828
2010-10-01,47.000000,50.950001,46.950001,49.250000,23.925480,62190099
2010-11-01,49.549999,52.150002,49.349998,49.950001,24.265533,67389366
2010-12-01,49.799999,50.700001,48.700001,49.000000,23.804029,59055188
2011-01-01,49.200001,49.900002,49.049999,49.400002,23.998354,48665568
2011-02-01,49.750000,52.250000,49.299999,50.849998,24.702755,63148067
2011-03-01,50.799999,52.950001,50.049999,52.000000,25.261419,81920818
2011-04-01,52.500000,54.549999,51.599998,54.349998,26.403038,49054018
2011-05-01,54.349998,56.049999,52.000000,55.549999,26.986000,54114639
2011-06-01,56.000000,59.400002,54.450001,58.900002,29.410173,70250807
2011-07-01,58.900002,64.800003,57.049999,64.500000,32.206383,68224134
2011-08-01,63.099998,63.799999,55.099998,60.400002,30.159151,127781194
2011-09-01,60.750000,64.400002,58.700001,59.849998,30.189117,80315146
2011-10-01,59.500000,62.450001,57.000000,59.349998,29.936909,100925177
2011-11-01,59.099998,60.400002,57.599998,57.599998,29.054182,63893910
2011-12-01,58.250000,58.900002,55.599998,57.450001,28.978525,50972406
2012-01-01,57.450001,58.400002,52.549999,55.950001,28.221909,78159531
2012-02-01,56.000000,58.150002,55.099998,58.099998,29.306393,70498788
2012-03-01,57.900002,59.750000,56.299999,57.000000,28.751535,62252125
2012-04-01,57.349998,58.400002,56.549999,58.000000,29.255957,36974308
2012-05-01,58.099998,59.049999,53.400002,54.250000,27.364399,68203449
2012-06-01,54.599998,58.400002,53.500000,58.099998,30.195259,53868461
2012-07-01,58.099998,61.500000,57.700001,61.000000,31.702427,54303195
2012-08-01,60.099998,63.950001,60.099998,62.849998,32.663879,56568909
2012-09-01,61.950001,65.949997,60.599998,65.849998,34.561810,56416208
2012-10-01,65.849998,67.199997,63.599998,65.900002,34.588055,68903895
2012-11-01,66.150002,69.000000,65.500000,68.199997,35.795227,44472956
2012-12-01,68.949997,69.199997,64.650002,66.199997,34.745506,48470602
2013-01-01,66.199997,67.500000,65.150002,67.199997,35.270370,56377538
2013-02-01,67.599998,72.800003,66.800003,69.150002,36.293839,49521285
2013-03-01,69.699997,73.449997,68.949997,73.250000,38.445747,55615108
2013-04-01,73.250000,76.000000,72.599998,75.800003,39.784138,43256152
2013-05-01,75.800003,80.400002,68.000000,68.349998,35.873947,59587553
2013-06-01,67.900002,69.900002,65.000000,66.900002,35.944496,66902012
2013-07-01,66.900002,70.949997,66.000000,69.650002,37.422028,41586340
2013-08-01,70.000000,72.449997,65.500000,66.849998,35.917633,46405395
2013-09-01,67.449997,69.949997,65.500000,69.400002,37.645195,61071023
2013-10-01,69.400002,69.400002,64.400002,64.599998,35.041489,64162797
2013-11-01,65.199997,65.199997,61.000000,63.000000,34.173588,68132654
2013-12-01,63.000000,63.700001,58.799999,61.650002,33.441296,60751412
2014-01-01,61.650002,63.150002,57.849998,58.299999,31.624117,77302190
2014-02-01,58.299999,65.349998,57.849998,64.849998,35.177094,78834547
2014-03-01,64.900002,67.599998,63.200001,67.250000,36.478954,50501873
2014-04-01,67.500000,70.900002,65.650002,67.000000,36.343342,59223216
2014-05-01,67.000000,70.150002,65.800003,67.500000,36.614559,52728840
2014-06-01,67.500000,68.500000,65.099998,67.750000,37.778522,40115457
2014-07-01,67.750000,70.650002,67.099998,69.349998,38.670708,43232574
2014-08-01,69.349998,75.849998,69.099998,70.599998,39.367725,48521523
2014-09-01,70.699997,74.800003,68.000000,68.650002,38.627998,50840979
2014-10-01,68.650002,74.949997,67.500000,74.849998,42.116623,51711369
2014-11-01,75.000000,76.500000,71.300003,74.050003,41.666481,50346414
2014-12-01,72.099998,76.500000,71.250000,75.250000,42.341690,46644913
2015-01-01,75.250000,82.500000,72.650002,81.300003,45.745907,53948857
2015-02-01,81.400002,82.800003,77.650002,79.800003,44.901886,48147016
2015-03-01,81.500000,81.500000,73.199997,79.300003,44.620552,62172203
2015-04-01,79.800003,80.000000,75.900002,78.449997,44.142265,65057249
2015-05-01,78.449997,80.000000,73.050003,74.300003,41.807140,44182602
2015-06-01,74.800003,75.300003,68.199997,70.699997,40.824821,78333676
2015-07-01,70.699997,73.449997,64.050003,73.050003,42.181808,61524915
2015-08-01,72.550003,74.150002,64.000000,66.699997,38.515072,73575069
2015-09-01,66.000000,74.699997,64.800003,73.099998,42.621777,91892588
2015-10-01,73.099998,78.550003,72.099998,77.349998,45.099785,73224922
2015-11-01,76.800003,77.750000,68.699997,69.250000,40.376991,74386835
2015-12-01,69.300003,71.500000,69.050003,71.300003,41.572277,55969647
2016-01-01,71.300003,71.400002,66.099998,70.699997,41.222427,58676838
2016-02-01,70.699997,75.199997,69.599998,73.699997,42.971622,50697936
